	TARGET-20-PAUVBS	TARGET-20-PAUVGD	TARGET-20-PAUVXU	TARGET-20-PAUWCF	TARGET-20-PAUXLK	TARGET-20-PAUXNM	TARGET-20-PAUYDT	TARGET-20-PAVAGA	TARGET-20-PAVFYL	TARGET-20-PAVLKB	TARGET-20-PAVLWY	TARGET-20-PAVPKA	TARGET-20-PAVSWX	TARGET-20-PAWCAW	TARGET-20-PAWFZT	TARGET-20-PAWTWW	TARGET-20-PAWXZJ	TARGET-20-PAWYTW	TARGET-20-PAXGVH	TARGET-20-PAXJVE
CFAP73	237	499	397	341	282	153	447	168	213	192	456	185	411	359	166	82	470	168	347	298
CFAP74	15	7	13	25	11	24	105	15	14	74	22	4	26	26	14	7	9	12	24	6
CFAP77	16	14	1	6	5	1	6	5	6	3	4	3	17	6	1	5	6	2	4	6
CFAP91	21	0	7	0	1	2	4	6	0	2	0	2	17	0	1	1	2	0	2	2
CFAP92	808	446	890	747	544	214	803	507	358	310	1141	390	471	689	288	457	507	322	612	234
CFAP94	44	28	73	32	22	61	22	20	39	57	52	82	24	28	38	29	24	19	12	15
CFAP97	899	1501	1180	1874	600	307	986	449	200	355	573	2325	1415	1584	521	243	996	890	264	638
CFAP97D1	6	9	16	13	0	5	5	3	3	25	8	3	14	28	6	3	7	6	12	5
CFAP97D2	8	2	3	2	0	0	1	1	20	6	14	18	47	0	4	3	1	21	2	1
CFAP97P1	15	11	13	35	2	0	7	10	5	16	6	18	3	5	6	10	9	2	1	1
CFAP99	55	9	76	12	3	4	53	3	10	6	43	8	104	4	6	11	8	6	5	7
CFB	105	30	113	22	16	5	53	16	64	76	64	50	89	13	39	37	19	18	26	33
CFC1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
CFC1B	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1
CFD	92	6877	7252	4084	1072	7266	15385	4303	423	4494	6276	1196	12621	6781	11911	1078	7038	2717	44	9116
CFDP1	179	611	452	850	595	161	392	392	337	266	420	409	348	817	262	270	590	420	613	440
CFH	1	26	10	242	36	66	142	216	88	24	52	120	59	83	53	12	5	59	1933	1
CFHR1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0
CFHR2	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0
CFHR3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CFHR5	0	0	2	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CFI	0	1	1	1	0	4	6	5	1	22	2	3	23	0	1	1	2	3	7	1
CFL1	6024	17292	23380	15090	8589	4470	19077	5754	9741	8390	43561	12273	20949	14257	7375	13664	14704	7440	8014	13817
CFL1P1	38	61	42	85	106	54	49	125	18	158	84	75	60	88	65	10	60	77	69	50
CFL1P2	2	8	5	9	0	0	5	1	6	1	68	1	25	2	0	1	2	1	1	0
CFL1P3	5	2	9	2	4	0	0	0	1	0	4	4	2	2	0	4	1	1	1	3
CFL1P4	2	4	3	3	1	0	2	0	2	0	26	2	8	2	0	0	1	0	0	0
CFL1P5	25	35	17	28	49	6	28	67	11	91	167	14	21	29	54	38	23	54	16	14
CFL1P6	0	3	6	1	9	8	4	11	0	1	1	2	1	3	1	1	1	0	1	1
CFL1P7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0
CFL1P8	3	1	0	0	0	0	0	0	1	2	2	1	4	0	1	0	0	2	0	0
CFL2	1274	949	398	968	521	470	427	130	613	477	386	2533	1480	845	978	640	724	193	720	672
CFLAR	8790	9004	8558	14705	11226	5141	14120	19718	14676	10639	32539	20535	18861	13186	12555	30366	16738	13659	5866	8202
CFLAR-AS1	1395	1549	1114	1666	1728	751	2197	3046	1959	1087	2463	1827	2443	1930	1924	2914	1484	2470	878	945
CFP	21	226	322	382	127	41	591	404	275	181	2198	443	475	148	158	547	660	544	101	599
CFTR	0	0	0	0	0	1	1	0	1	0	0	0	5	0	0	0	0	0	0	1
CFTR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFTRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFTRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFTRP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGA	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
CGAS	731	1032	1168	1643	546	790	908	1138	660	1128	1127	1116	2094	2072	1452	785	1238	1657	915	985
CGB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CGB2	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB3	2	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0
CGB5	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0
CGB7	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
CGB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGGBP1	1676	4912	3794	5724	4380	1949	3697	1433	2075	2148	4308	8561	5704	8296	2179	2901	4915	2060	3821	2291
CGN	9	5	0	5	3	39	4	3	8	3	12	9	17	3	1	3	6	1	8	5
CGNL1	3	35	42	44	2	13	44	26	3	2	6	0	11	9	3	4	3	15	5	5
CGREF1	66	99	108	345	20	0	65	56	39	18	32	24	15	124	14	14	28	7	621	15
CGRRF1	214	222	167	242	203	111	173	164	218	101	231	593	576	371	201	318	217	92	353	177
CH17-340M24.3	8	32	95	53	32	10	30	31	13	35	26	17	31	39	18	8	14	14	10	16
CH25H	1	1	0	6	0	0	4	9	8	0	22	24	67	1	0	42	2	1	6	1
CHAC1	339	9	29	14	2	69	120	5	134	49	81	10	538	28	34	9	17	13	323	6
CHAC2	133	241	84	141	191	177	217	35	59	228	71	264	234	165	168	124	89	60	97	96
CHAD	14	75	54	108	25	12	90	169	10	45	37	177	29	92	30	14	81	103	37	59
CHADL	309	154	295	133	117	137	165	68	134	69	203	151	287	167	52	42	181	82	109	116
CHAF1A	2008	2481	2236	2358	1337	972	2922	2251	1373	1336	2573	1529	2546	2743	1119	1406	2639	3106	3274	1638
CHAF1B	439	618	659	581	329	311	757	243	329	381	487	554	796	1001	245	327	621	311	1058	378
CHAMP1	1121	1422	919	1293	961	188	1134	387	471	464	1055	1027	2395	2048	741	690	969	541	1130	481
CHASERR	4913	5209	3831	12360	6193	5134	5616	6421	5547	5019	3155	12902	6934	4398	8014	5499	5511	7271	2361	6955
CHAT	1	0	1	0	3	0	2	4	0	0	2	0	2	1	0	0	0	0	2	0
CHCHD1	134	155	131	180	126	99	131	68	96	95	118	97	97	214	92	71	108	114	138	76
CHCHD10	106	208	619	300	111	38	442	86	67	97	652	177	481	235	170	76	183	99	100	185
CHCHD2	2934	4321	4454	4081	3124	1568	4098	1156	1996	2830	4508	2611	3675	4646	3343	1562	3910	1643	3285	2830
CHCHD2P1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD2P11	3	0	6	1	0	0	2	11	5	1	1	3	2	0	0	2	2	7	16	2
CHCHD2P2	5	9	6	9	11	1	11	11	6	11	49	4	26	10	9	4	4	4	6	9
CHCHD2P3	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0
CHCHD2P4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CHCHD2P5	2	1	0	0	0	7	0	0	0	1	7	2	2	0	0	6	0	0	0	0
CHCHD2P6	18	18	30	26	15	15	20	6	9	16	104	13	40	25	14	3	12	10	5	6
CHCHD2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CHCHD2P8	9	3	20	3	3	0	0	0	3	1	1	0	3	1	1	0	0	2	2	2
CHCHD2P9	7	13	14	5	6	3	18	7	4	7	112	4	49	5	2	1	12	6	5	8
CHCHD3	460	1745	1597	1542	1189	318	1231	944	319	698	939	787	1220	1676	425	501	1264	1101	1141	1072
CHCHD3P1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CHCHD3P2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD3P3	3	9	5	11	4	1	5	4	1	0	20	2	9	6	0	1	4	3	5	3
CHCHD4	13	139	398	277	173	28	229	47	13	21	111	133	80	420	14	28	158	67	76	71
CHCHD4P2	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0
CHCHD4P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD4P4	0	0	1	0	1	5	1	0	0	1	0	0	0	0	0	0	1	0	0	0
CHCHD4P5	28	262	713	38	74	66	48	59	25	109	4	16	18	219	21	14	124	81	112	59
CHCHD5	137	216	250	198	137	35	231	140	126	82	407	122	271	181	80	89	211	67	204	139
CHCHD6	63	178	165	123	94	37	168	112	41	81	65	81	56	164	45	10	81	108	99	88
CHCHD7	2772	871	845	4617	516	283	291	320	532	274	595	1552	802	637	349	309	398	375	383	283
CHD1	6696	6393	2676	15072	10962	27458	5427	4575	9423	28906	5766	10582	21959	5407	15220	10386	7834	12141	6705	14515
CHD1L	90	475	197	319	494	189	332	213	125	259	72	120	256	467	407	187	307	478	464	287
CHD2	16990	14027	8815	17915	17167	54693	10749	9545	47154	27314	12001	16263	29595	10006	29546	14502	13784	38280	20985	17709
CHD3	16776	5911	21696	9680	5891	3114	11103	24845	8088	7471	15234	14595	14429	7283	5012	6594	6233	15742	5637	6433
CHD4	1398	1421	1340	1306	1021	3762	1424	1060	2984	3374	3462	2605	2212	1699	1527	4956	2530	876	1742	1928
CHD5	81	26	66	10	47	67	48	130	21	36	48	9	123	160	23	11	19	160	478	51
CHD6	4523	4759	4903	4375	5465	9301	3772	6220	7499	3408	3091	4761	8717	6042	3374	1611	5634	9723	11130	3237
CHD7	3236	1188	6371	4399	924	4696	3806	3913	8458	5091	7703	7364	5543	503	3201	6695	1211	984	1420	1279
CHD8	10016	7311	6535	7695	7578	6588	5269	8463	8961	6398	8612	9658	11605	8530	5685	4932	7997	11419	9049	5573
CHD9	5748	5123	3099	11710	8666	9445	5290	7475	2707	5990	4423	5368	8379	9536	5525	3558	6195	9226	7361	4574
CHDH	21	7	18	17	9	122	48	19	35	34	300	133	60	7	11	51	18	9	41	6
CHEK1	691	1311	838	1585	831	525	1018	276	739	478	633	856	1311	2203	597	613	1279	808	1920	661
CHEK2	135	757	1083	848	732	124	712	541	134	218	454	266	236	1104	211	223	724	610	454	375
CHEK2P1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEK2P2	0	0	0	0	0	11	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CHEK2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEK2P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEK2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERP	1543	1581	2027	1470	1215	4536	1614	3430	1668	1781	3508	1221	3284	2039	1659	786	2582	1890	1555	1750
CHFR	9963	2439	3654	2627	1959	1632	4468	5223	4574	2474	6279	3877	5834	2980	2500	2881	3369	2929	4435	2511
CHGA	44	69	77	76	10	30	109	68	123	32	161	174	61	54	56	76	75	24	38	56
CHGB	2	3	7	3	2	0	5	1	3	3	20	11	19	3	1	1	4	4	11	2
CHI3L1	130	69	35	178	4	42	624	1198	2653	2791	48381	18	239	197	4132	3053	1522	322	140	788
CHI3L2	89	33	112	415	50	30	91	160	196	55	251	424	107	62	53	84	57	83	67	30
CHIA	10	2	1	0	0	0	2	0	1	3	59	2	57	0	1	0	0	0	3	2
CHIAP1	4	0	0	1	1	0	1	3	1	0	4	2	8	0	0	0	0	1	0	1
CHIAP2	3	0	0	1	0	8	0	3	0	1	1	1	3	1	0	1	0	0	1	0
CHIAP3	25	1	0	0	1	11	0	0	3	1	1	0	2	1	1	0	0	1	1	0
CHIC1	269	98	88	98	14	4	159	183	113	32	158	990	489	504	24	98	16	68	266	56
CHIC2	1103	860	622	854	1039	653	907	1205	1221	920	2020	1369	2405	959	1555	1288	1140	954	945	558
CHID1	352	1675	2732	1206	1152	348	1959	2469	421	642	1334	461	1448	2153	538	456	1363	1038	1103	887
CHIT1	131	15	44	89	16	2	376	146	834	74	14798	256	37	12	794	4885	111	14	48	16
CHKA	3601	2608	3300	2371	3327	4669	2268	2575	5517	4815	4735	1648	3849	2841	4268	4059	2764	2539	2432	1895
CHKB	72	33	98	79	52	7	79	104	44	34	63	79	65	65	25	48	53	23	23	49
CHKB-CPT1B	22	19	21	19	20	16	31	69	4	1	18	16	21	12	4	9	18	9	4	5
CHKB-DT	145	135	142	135	126	53	110	140	31	45	83	81	58	277	17	18	31	30	57	31
CHL1	4	15	2	14	27	144	205	171	0	7	8	1	7	3	1	4	4	183	3	9
CHL1-AS1	0	4	0	0	4	15	27	4	0	0	2	0	0	0	0	0	0	12	0	0
CHL1-AS2	1	0	0	2	1	0	10	4	0	3	1	0	0	0	0	0	0	7	0	0
CHM	135	480	794	1061	626	66	556	676	100	213	619	1028	299	1221	75	215	778	401	234	331
CHML	1522	1127	1264	3250	1848	520	2115	721	384	1323	1101	1904	1943	3384	1798	1105	1947	1905	420	2026
CHMP1A	4998	2347	3357	2158	1270	3087	3189	1990	3825	1398	5858	2445	4359	2334	2042	2656	3363	1409	2323	2629
CHMP1AP1	1	0	0	1	0	4	0	1	1	3	2	0	0	0	0	0	0	0	0	0
CHMP1B	2975	2657	3413	3358	2120	2040	3676	1966	1647	1642	7573	4821	4817	3082	2014	2351	5017	2919	1461	2248
CHMP1B-AS1	730	833	868	1100	662	769	906	373	373	435	1664	1680	1350	969	613	775	1347	590	290	687
CHMP1B2P	0	0	0	3	0	0	18	0	2	0	3	0	12	1	0	3	0	1	2	0
CHMP2A	731	1282	829	1109	583	730	1532	744	1193	1238	3622	1032	1329	887	666	1354	1013	401	558	936
CHMP2B	761	1256	696	1953	814	755	977	500	2151	1195	2592	2780	3518	1070	1389	2750	1200	553	1050	1282
CHMP3	1146	2023	1340	1684	1031	731	1683	814	1028	1045	2541	2684	2242	1588	933	1796	1532	731	1131	892
CHMP4A	173	117	110	120	78	31	136	41	120	140	77	278	291	126	67	116	75	60	110	54
CHMP4AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP4B	1907	2623	2200	3111	1439	2882	3015	792	6733	2102	7117	2029	9069	1652	2295	2616	3104	1593	1267	2614
CHMP4BP1	113	185	76	142	126	54	175	84	162	232	162	40	168	62	131	109	168	112	193	183
CHMP4C	1	0	0	1	0	1	4	0	24	2	4	0	3	0	0	2	0	1	22	0
CHMP5	257	708	832	1194	785	183	656	336	384	396	958	978	757	1155	353	409	718	452	784	596
CHMP5P1	80	173	28	31	61	131	15	14	10	100	24	2	57	44	23	12	61	94	30	47
CHMP6	523	707	712	407	396	381	1012	1459	295	347	1223	505	1387	1075	284	162	798	648	427	359
CHMP7	1494	527	1897	1104	759	498	885	654	3334	894	2411	6314	3148	1361	559	787	874	946	504	845
CHN1	15	35	17	27	37	13	46	52	21	16	12	54	46	57	5	11	28	26	19	20
CHN2	401	206	131	176	161	1	291	239	189	6	92	45	291	131	27	23	126	78	343	45
CHN2-AS1	440	66	56	122	112	0	100	53	158	10	67	96	206	88	20	52	58	15	271	25
CHODL	9	5	4	3	16	0	4	8	6	2	2	4	8	9	0	0	6	4	28	3
CHODL-AS1	0	0	0	1	0	0	1	0	2	1	0	0	2	2	0	0	0	0	1	0
CHORDC1	2368	1603	1642	6077	4213	2056	1436	1109	1512	1730	1069	4555	2983	3081	1139	1252	2720	2431	2304	2241
CHORDC1P1	9	9	14	14	2	0	8	26	3	2	6	11	14	11	2	5	3	3	0	5
CHORDC1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHORDC1P4	34	35	17	54	86	109	46	16	64	44	51	64	145	26	51	33	42	52	56	14
CHORDC1P5	1	0	0	1	0	0	1	0	0	0	3	0	4	0	0	0	1	2	0	0
CHORDC2P	1	3	1	1	2	0	1	3	1	0	2	0	2	0	0	0	1	2	2	1
CHP1	1227	6741	6038	6484	3805	2452	7058	1401	4562	4358	10034	5718	7644	4998	3884	5879	6316	2024	3668	5493
CHP1P1	25	4	19	14	9	19	12	16	29	9	29	7	24	14	51	7	32	0	64	18
CHP1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHP1P3	0	0	0	9	0	0	2	0	1	0	1	1	0	0	0	3	0	0	0	2
CHP2	0	1	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	1	0	0
CHPF	123	14	219	28	6	6	137	57	25	6	204	273	146	34	8	19	83	17	8	30
CHPF2	3405	3913	4739	2691	2706	1087	5940	3341	2344	1431	5782	2535	5874	4470	2464	2142	4368	2013	2440	1866
CHPT1	409	599	1201	1314	1305	800	1281	939	506	1055	2313	2375	1530	1988	1525	2205	1527	803	559	1811
CHRAC1	416	1080	905	1541	682	1047	1077	234	673	568	1318	1862	3864	1227	628	903	1289	421	502	959
CHRD	8	3	1	3	2	5	17	18	3	2	14	11	19	2	5	1	6	14	2	0
CHRDL1	44	4	16	0	16	54	98	64	9	3	63	1	7	0	0	2	1	29	1	0
CHRDL2	24	8	19	8	2	9	17	0	27	13	3	3	10	1	4	2	5	1	30	2
CHRFAM7A	36	118	502	16	103	115	103	304	88	53	107	14	209	113	193	22	73	203	272	81
CHRM1	3	2	1	1	0	32	3	0	2	6	1	2	4	0	0	1	1	2	0	1
CHRM2	1	1	1	0	0	1	6	0	0	0	0	1	0	0	1	0	0	0	1	0
CHRM3	4	6	10	28	2	14	21	1	13	6	34	146	22	21	2	11	5	6	10	5
CHRM3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM3-AS2	61	46	115	135	30	17	31	95	281	93	458	8130	529	211	11	70	35	146	56	165
CHRM4	117	42	32	20	24	89	38	26	150	62	97	61	182	18	42	26	43	12	136	46
CHRM5	218	51	82	47	43	22	45	12	105	67	23	53	60	63	34	46	43	26	54	52
CHRNA1	13	1	0	1	1	0	1	0	8	0	4	3	0	1	0	2	1	0	1	2
CHRNA10	48	11	34	13	7	72	30	12	60	55	128	27	75	44	11	13	28	8	18	5
CHRNA2	132	113	50	48	11	235	84	5	263	170	450	120	88	43	84	62	68	46	67	45
CHRNA3	37	9	5	8	10	29	3	2	11	17	12	14	19	10	3	9	10	6	34	9
CHRNA4	7	2	1	1	1	59	1	2	5	0	9	2	49	1	2	2	2	1	2	1
CHRNA5	37	19	16	28	18	2	11	6	13	14	20	29	44	27	6	12	50	36	81	21
CHRNA6	4	0	17	2	3	19	17	10	3	12	82	23	143	2	5	2	1	9	3	2
CHRNA7	19	76	283	30	86	135	146	234	95	110	122	17	113	77	113	32	66	87	442	33
CHRNA9	2	1	3	3	0	3	2	0	8	3	2	2	4	1	2	4	3	3	0	3
CHRNB1	677	239	493	240	315	477	327	108	260	518	229	263	463	568	472	134	214	125	585	153
CHRNB2	541	112	76	48	59	104	57	6	305	212	183	53	265	65	94	93	135	26	168	70
CHRNB3	1	1	0	1	1	0	0	1	2	1	22	10	0	0	0	0	0	0	0	0
CHRNB4	1	5	4	66	1	7	5	1	4	9	4	1	1	2	4	0	2	3	3	3
CHRND	608	117	137	63	9	0	71	9	94	53	51	45	174	18	45	26	21	32	51	35
CHRNE	1201	86	1076	780	141	371	565	571	652	1401	5694	1434	1270	194	501	1328	439	566	614	676
CHRNG	1674	644	833	500	492	104	735	198	530	201	134	847	1105	404	214	186	285	328	290	273
CHROMR	1003	2680	3000	2630	3685	1737	2085	1917	782	1951	1064	2494	1949	5712	1397	878	2987	1433	1259	2331
CHST1	6	0	25	0	3	0	9	299	11	3	192	1	5	0	2	19	2	6	7	3
CHST10	255	196	417	411	272	143	149	122	135	75	159	91	470	776	88	83	314	36	398	163
CHST11	1855	8791	4936	4587	5078	3403	3951	10378	3636	3099	4446	3983	8407	9210	2676	1719	7509	5412	4761	3165
CHST12	82	4811	326	989	4664	396	2080	6256	1639	376	2197	1166	1829	6392	404	574	295	418	5239	518
CHST13	0	85	1586	431	3	21	119	140	38	55	691	414	31	184	8	80	200	96	20	77
CHST14	1258	606	1431	652	240	155	904	104	161	111	743	333	406	1230	199	133	713	106	482	280
CHST15	238	204	420	2728	288	28	1205	2278	3441	644	7239	4823	2724	218	572	2924	3421	4707	145	1399
CHST2	88	281	1266	838	243	372	4754	1123	874	358	3759	811	5411	510	252	394	1296	880	332	760
CHST3	29	8	5	14	12	2	51	59	12	5	47	6	57	1	1	5	10	31	8	2
CHST4	1	7	69	2	1	0	0	0	1	0	0	0	2	1	0	0	1	3	1	0
CHST5	17	1	1	0	4	12	2	0	4	3	1	2	0	0	0	1	0	3	8	2
CHST6	84	10	17	9	6	3	4	8	128	1	6	3	11	6	2	5	10	8	52	7
CHST7	136	101	92	372	431	66	222	283	983	105	300	458	1434	176	94	108	169	269	59	653
CHST8	0	0	1	1	0	0	3	6	1	5	14	1	1	1	2	3	3	1	0	0
CHST9	4	1	46	3	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0
CHSY1	1771	4723	15133	6976	6703	4315	8625	3182	3029	3684	7035	4231	8162	6324	3730	2454	6576	4629	5235	3325
CHSY3	2	0	69	5	3	0	26	15	129	4	10	12	1	0	2	1	1	5	261	1
CHTF18	803	951	1598	855	939	296	2888	5025	612	787	2086	661	853	1182	724	641	1325	1956	2095	879
CHTF8	20	11	21	20	20	15	23	16	21	16	42	31	50	19	16	23	15	9	25	21
CHTF8P1	0	2	0	4	2	1	1	1	1	0	66	0	16	2	1	0	0	1	0	0
CHTOP	5902	3924	3418	4915	3938	5346	3329	2034	2845	4341	4007	3741	5879	5088	2669	3091	4556	2243	4925	2939
CHUK	985	1388	1367	2694	1373	2360	1395	1153	1655	1883	1662	2573	2218	1956	975	1789	2061	1256	1110	2147
CHURC1	420	1651	1086	2409	1196	151	896	346	912	527	1415	3212	1394	1786	599	1648	878	471	735	624
CHURC1-FNTB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIAO1	2679	3027	4100	3645	2689	1662	2813	2640	1747	1929	3103	3332	3463	4387	1781	1369	3205	2707	2662	2127
CIAO2A	200	1117	933	1367	687	96	864	185	158	191	629	550	340	1286	281	347	879	543	300	675
CIAO2B	419	338	679	337	233	156	357	151	258	146	588	354	531	485	143	111	471	227	192	371
CIAO3	1455	382	1107	464	629	773	854	1944	276	1533	990	687	1091	735	2020	358	1257	1407	434	759
CIAPIN1	519	1103	1649	1103	718	169	1093	443	568	361	812	670	1267	1280	564	381	895	619	1205	673
CIAPIN1P	24	9	167	2	0	0	23	5	8	0	11	0	9	18	1	0	23	6	38	3
CIART	33	9	11	12	6	0	8	12	15	10	93	33	85	10	6	12	8	11	17	9
CIB1	3462	1817	3128	1772	1364	888	2347	973	2231	1758	3715	2125	4619	1867	2112	1208	2231	1988	1303	1850
CIB2	303	24	130	29	13	27	28	17	19	30	52	13	61	22	23	6	54	106	53	30
CIB3	20	49	54	9	17	18	14	5	31	28	35	6	19	29	10	9	9	6	36	8
CIB4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
CIBAR1	406	700	391	430	545	87	443	836	107	163	215	570	454	2255	168	243	247	243	259	104
CIBAR1P1	0	9	2	2	0	0	2	18	0	1	5	0	4	15	0	0	0	1	0	0
CIBAR1P2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0
CIBAR2	8	0	5	4	2	0	1	4	6	0	10	6	4	2	1	0	1	1	1	1
CIC	4168	4141	5467	5147	3283	3963	8434	10219	7370	6653	15134	5847	16295	3924	6387	4640	7209	6208	3663	5220
CICP1	0	1	1	0	0	0	0	0	2	0	5	0	1	1	0	0	0	0	0	0
CICP10	15	1	4	2	3	5	7	10	8	2	1	4	7	7	14	2	2	9	7	0
CICP11	0	5	1	0	2	0	1	0	1	3	2	0	0	1	0	0	1	0	0	0
CICP12	2	0	1	1	0	2	0	0	0	2	0	0	0	0	0	1	1	0	0	0
CICP13	1	3	0	5	0	1	3	0	0	2	9	1	5	2	0	1	3	1	0	0
CICP14	1442	1857	2936	1183	981	1805	1750	609	1005	996	2338	704	567	1856	612	648	1968	679	794	1177
CICP16	159	63	77	58	36	76	63	19	121	129	88	33	66	73	115	35	63	5	134	30
CICP17	0	4	1	0	2	1	0	1	0	2	12	2	2	0	0	0	0	0	1	0
CICP18	4	3	0	1	1	1	1	1	2	0	8	3	5	1	0	2	1	0	0	1
CICP19	0	0	0	1	0	0	0	0	1	0	9	3	10	0	0	0	2	1	0	0
CICP2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
CICP20	0	4	2	1	1	3	0	0	2	2	12	0	0	1	1	0	0	0	0	1
CICP21	2	3	3	0	2	0	2	1	2	2	6	1	0	0	2	2	2	1	3	1
CICP22	18	4	23	13	4	0	6	17	3	2	17	10	5	3	7	0	6	4	9	9
CICP23	2	1	2	4	1	3	4	0	0	3	21	4	1	2	2	5	3	1	4	0
CICP24	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0
CICP25	8	3	14	2	0	0	11	21	10	1	283	12	28	8	15	37	1	0	46	1
CICP26	2	2	1	3	0	6	2	0	4	3	11	0	3	0	3	0	0	1	1	0
CICP27	2	5	20	67	5	20	27	9	57	51	224	58	15	1	22	93	20	1	13	7
CICP28	1	1	3	2	0	1	0	0	2	1	10	0	2	0	1	0	0	0	0	1
CICP3	4	6	5	2	3	1	1	0	3	1	16	3	1	4	0	5	1	2	1	1
CICP4	6	3	1	3	5	2	3	10	16	5	83	6	12	5	9	7	2	8	0	3
CICP5	3	3	3	3	2	1	7	0	5	1	20	1	7	6	4	5	2	0	1	0
CICP6	0	0	0	0	1	2	1	1	0	0	22	0	8	1	1	1	0	0	1	2
CICP7	1	0	0	2	0	0	0	1	2	0	8	0	5	0	0	0	0	0	0	0
CICP8	1	0	1	1	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	1
CICP9	10	6	7	3	7	0	5	0	1	7	8	7	3	6	3	1	2	7	8	2
CIDEA	11	1	0	1	0	8	4	0	0	5	0	0	6	0	0	0	0	0	2	1
CIDEB	1820	3706	3688	2617	2151	568	4408	4628	967	1435	6442	2454	2068	3461	1283	1624	2836	1979	2062	1978
CIDEC	6	1	1	2	2	18	1	0	4	2	1	2	2	1	2	0	0	0	0	1
CIDECP1	470	267	253	319	212	335	439	386	589	500	932	582	920	235	396	374	432	305	429	442
CIITA	7277	12953	15920	6534	10591	5975	5902	40390	610	11387	9600	2853	5375	19863	9787	1175	15751	25090	300	12794
CILK1	958	309	788	1040	242	144	530	305	507	123	882	1667	921	776	241	349	577	243	554	240
CILP	116	19	13	12	12	27	10	26	21	20	89	38	21	13	6	21	12	8	9	11
CILP2	89	77	42	170	35	652	206	73	72	212	450	38	303	126	141	62	226	32	62	158
CINP	469	954	1018	1009	665	254	1104	1284	558	845	1390	780	1106	1084	919	587	724	648	604	566
CIP2A	293	957	482	1322	911	394	1776	993	322	981	750	807	996	1430	1095	748	821	1273	691	634
CIPC	330	580	607	621	400	94	531	417	471	173	669	619	919	1289	276	653	714	467	536	437
